show_url,image_url,image_type
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55481829c37d9e342402c/master/w_320%2Cc_limit/00029-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d554c2d6f7ad917fa88296/master/w_320%2Cc_limit/00055-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d554885cb667ed3ac6d2a9/master/w_320%2Cc_limit/00033-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5548e10e9278f2e43d569/master/w_320%2Cc_limit/00034-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d555370eca02817bdb2c89/master/w_320%2Cc_limit/00028-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5553f2eaa48cfb554f0ed/master/w_320%2Cc_limit/00036-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5554b62ed086274da744b/master/w_320%2Cc_limit/00051-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5554e829c37d9e342403e/master/w_320%2Cc_limit/00054-prada-spring-2026-ready-to-wear-credit-gorunway.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d5547cdcfc381e71f9ff48/master/w_320%2Cc_limit/00028-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55471eede0e1e533bf9aa/master/w_320%2Cc_limit/00025-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
https://www.vogue.com/fashion-shows/image-archive,https://assets.vogue.com/photos/68d55469db6ad27039eaaab1/master/w_320%2Cc_limit/00021-burberry-spring-2026-ready-to-wear-credit-gorunway-brand.jpg,look
